"","seqnames","start","end","width","strand","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENTREZID","SYMBOL","GENENAME"
"600","chr2R",6095542,6096503,962,"*","ENCFF515LPH_peak_1910",66,".",2.36103,8.66927,6.60053,477,"chr2R",6095354,6096135,"ENCFF708WHR_peak_1118",38,".",2.28412,5.67652,3.82112,509,594,"Intron (FBtr0302439/FBgn0000546, intron 2 of 5)",2,6080828,6085625,4798,2,"FBgn0033062","FBtr0310667",-9917,"35539","Ars2","Arsenic resistance protein 2"
"601","chr2R",6158415,6158716,302,"*","ENCFF515LPH_peak_1916",42,".",2.08991,6.07287,4.22628,112,"chr2R",6158443,6158849,"ENCFF708WHR_peak_1119",51,".",2.22756,7.1086,5.12717,247,273,"Promoter (<=1kb)",2,6158597,6159635,1039,1,"FBgn0264505","FBtr0344875",0,"14462547","lncRNA:CR43904","long non-coding RNA:CR43904"
"602","chr2R",6273880,6275024,1145,"*","ENCFF515LPH_peak_1924",139,".",3.01062,16.4115,13.9499,865,"chr2R",6274515,6275034,"ENCFF708WHR_peak_1124",67,".",2.60459,8.89375,6.77918,230,509,"Distal Intergenic",2,6245512,6255266,9755,1,"FBgn0286511","FBtr0336520",28368,"35554","Pld","Phospholipase D"
"603","chr2R",6279673,6280615,943,"*","ENCFF515LPH_peak_1925",123,".",2.91989,14.7836,12.3901,792,"chr2R",6280193,6280643,"ENCFF708WHR_peak_1125",69,".",2.67669,9.12814,6.99912,135,422,"Distal Intergenic",2,6245512,6255266,9755,1,"FBgn0286511","FBtr0336520",34161,"35554","Pld","Phospholipase D"
"604","chr2R",6301327,6301685,359,"*","ENCFF515LPH_peak_1926",40,".",2.27695,5.88057,4.05404,139,"chr2R",6301359,6301714,"ENCFF708WHR_peak_1127",55,".",2.61394,7.57012,5.54973,105,326,"Distal Intergenic",2,6245512,6255266,9755,1,"FBgn0286511","FBtr0336520",55815,"35554","Pld","Phospholipase D"
"605","chr2R",6307983,6308467,485,"*","ENCFF515LPH_peak_1927",46,".",2.3007,6.59223,4.68962,166,"chr2R",6308019,6308487,"ENCFF708WHR_peak_1128",63,".",2.62734,8.40227,6.3193,349,448,"Distal Intergenic",2,6245512,6255266,9755,1,"FBgn0286511","FBtr0336520",62471,"35554","Pld","Phospholipase D"
"606","chr2R",6338795,6339203,409,"*","ENCFF515LPH_peak_1930",65,".",2.74564,8.66328,6.59493,163,"chr2R",6338688,6339169,"ENCFF708WHR_peak_1130",69,".",2.79511,9.06945,6.94404,234,375,"Distal Intergenic",2,6245512,6255266,9755,1,"FBgn0286511","FBtr0336520",93283,"35554","Pld","Phospholipase D"
"607","chr2R",6341117,6341406,290,"*","ENCFF515LPH_peak_1932",21,".",1.87628,3.6087,2.13748,160,"chr2R",6340995,6341362,"ENCFF708WHR_peak_1131",33,".",2.12208,5.15356,3.35706,96,246,"Distal Intergenic",2,6245512,6255266,9755,1,"FBgn0286511","FBtr0336520",95605,"35554","Pld","Phospholipase D"
"608","chr2R",6347149,6347999,851,"*","ENCFF515LPH_peak_1933",212,".",3.94527,24.0314,21.2656,596,"chr2R",6347304,6347921,"ENCFF708WHR_peak_1132",153,".",3.45599,17.9218,15.3334,442,617,"Distal Intergenic",2,6245512,6255266,9755,1,"FBgn0286511","FBtr0336520",101637,"35554","Pld","Phospholipase D"
"609","chr2R",6348397,6348909,513,"*","ENCFF515LPH_peak_1934",120,".",3.02692,14.4199,12.0419,263,"chr2R",6348399,6348692,"ENCFF708WHR_peak_1133",68,".",2.50965,8.93636,6.81929,259,293,"Distal Intergenic",2,6245512,6255266,9755,1,"FBgn0286511","FBtr0336520",102885,"35554","Pld","Phospholipase D"
"610","chr2R",6375182,6375512,331,"*","ENCFF515LPH_peak_1936",37,".",2.51776,5.55079,3.76148,45,"chr2R",6375182,6375515,"ENCFF708WHR_peak_1134",38,".",2.50952,5.66494,3.81103,44,330,"Distal Intergenic",2,6501032,6501772,741,2,"FBgn0267744","FBtr0347304",126260,"26067392","lncRNA:CR46075","long non-coding RNA:CR46075"
"611","chr2R",6375991,6376504,514,"*","ENCFF515LPH_peak_1937",79,".",3.29269,10.0733,7.91307,258,"chr2R",6376200,6376508,"ENCFF708WHR_peak_1135",50,".",2.7416,6.98417,5.01139,45,304,"Distal Intergenic",2,6501032,6501772,741,2,"FBgn0267744","FBtr0347304",125268,"26067392","lncRNA:CR46075","long non-coding RNA:CR46075"
"612","chr2R",6382253,6382685,433,"*","ENCFF515LPH_peak_1938",60,".",2.97512,8.03949,6.01797,311,"chr2R",6382535,6382831,"ENCFF708WHR_peak_1136",35,".",2.49284,5.32259,3.50857,118,150,"Distal Intergenic",2,6501032,6501772,741,2,"FBgn0267744","FBtr0347304",119087,"26067392","lncRNA:CR46075","long non-coding RNA:CR46075"
"613","chr2R",6392067,6392370,304,"*","ENCFF515LPH_peak_1941",54,".",3.00767,7.3925,5.417,253,"chr2R",6392081,6392375,"ENCFF708WHR_peak_1137",64,".",3.2151,8.49815,6.40856,236,289,"Distal Intergenic",2,6501032,6501772,741,2,"FBgn0267744","FBtr0347304",109402,"26067392","lncRNA:CR46075","long non-coding RNA:CR46075"
"614","chr2R",6398355,6398665,311,"*","ENCFF515LPH_peak_1942",74,".",2.64262,9.56794,7.44071,205,"chr2R",6398330,6398659,"ENCFF708WHR_peak_1138",98,".",2.88399,12.1881,9.87801,222,305,"Distal Intergenic",2,6501032,6501772,741,2,"FBgn0267744","FBtr0347304",103107,"26067392","lncRNA:CR46075","long non-coding RNA:CR46075"
"615","chr2R",6400020,6400605,586,"*","ENCFF515LPH_peak_1943",86,".",2.83951,10.8603,8.65817,188,"chr2R",6400108,6400648,"ENCFF708WHR_peak_1139",54,".",2.40159,7.50337,5.48715,89,497,"Distal Intergenic",2,6501032,6501772,741,2,"FBgn0267744","FBtr0347304",101167,"26067392","lncRNA:CR46075","long non-coding RNA:CR46075"
"616","chr2R",6401602,6402352,751,"*","ENCFF515LPH_peak_1945",240,".",4.24255,26.9534,24.0803,384,"chr2R",6401745,6402366,"ENCFF708WHR_peak_1141",220,".",4.03612,24.9428,22.0543,242,607,"Distal Intergenic",2,6501032,6501772,741,2,"FBgn0267744","FBtr0347304",99420,"26067392","lncRNA:CR46075","long non-coding RNA:CR46075"
"617","chr2R",6410250,6410587,338,"*","ENCFF515LPH_peak_1947",32,".",2.59373,4.90472,3.20456,231,"chr2R",6410229,6410816,"ENCFF708WHR_peak_1142",52,".",3.07798,7.22881,5.23784,98,338,"Distal Intergenic",2,6501032,6501772,741,2,"FBgn0267744","FBtr0347304",91185,"26067392","lncRNA:CR46075","long non-coding RNA:CR46075"
"618","chr2R",6419586,6420372,787,"*","ENCFF515LPH_peak_1949",45,".",2.1405,6.47497,4.58283,545,"chr2R",6419703,6420085,"ENCFF708WHR_peak_1144",40,".",2.12206,5.96141,4.07934,107,382,"Distal Intergenic",2,6501032,6501772,741,2,"FBgn0267744","FBtr0347304",81400,"26067392","lncRNA:CR46075","long non-coding RNA:CR46075"
"619","chr2R",6426171,6426901,731,"*","ENCFF515LPH_peak_1950",43,".",2.0429,6.25298,4.3825,519,"chr2R",6426150,6426451,"ENCFF708WHR_peak_1146",36,".",1.93501,5.47089,3.6357,212,281,"Distal Intergenic",2,6501032,6501772,741,2,"FBgn0267744","FBtr0347304",74871,"26067392","lncRNA:CR46075","long non-coding RNA:CR46075"
"620","chr2R",6436697,6437192,496,"*","ENCFF515LPH_peak_1951",30,".",1.85578,4.67672,3.00915,212,"chr2R",6436857,6437149,"ENCFF708WHR_peak_1147",32,".",1.96196,5.0612,3.27481,53,292,"Distal Intergenic",2,6501032,6501772,741,2,"FBgn0267744","FBtr0347304",64580,"26067392","lncRNA:CR46075","long non-coding RNA:CR46075"
"621","chr2R",6469563,6470178,616,"*","ENCFF515LPH_peak_1953",89,".",2.83643,11.1921,8.96923,341,"chr2R",6469565,6470177,"ENCFF708WHR_peak_1150",72,".",2.58565,9.38792,7.23851,142,612,"Distal Intergenic",2,6501032,6501772,741,2,"FBgn0267744","FBtr0347304",31594,"26067392","lncRNA:CR46075","long non-coding RNA:CR46075"
"622","chr2R",6477826,6478730,905,"*","ENCFF515LPH_peak_1954",335,".",4.33219,36.699,33.5152,494,"chr2R",6477825,6479279,"ENCFF708WHR_peak_1151",320,".",4.27854,35.3076,32.069,491,905,"Distal Intergenic",2,6501032,6501772,741,2,"FBgn0267744","FBtr0347304",23042,"26067392","lncRNA:CR46075","long non-coding RNA:CR46075"
"623","chr2R",6490063,6490373,311,"*","ENCFF515LPH_peak_1957",94,".",2.66057,11.7108,9.46309,260,"chr2R",6490065,6490376,"ENCFF708WHR_peak_1152",83,".",2.67278,10.5326,8.31352,249,308,"Distal Intergenic",2,6501032,6501772,741,2,"FBgn0267744","FBtr0347304",11399,"26067392","lncRNA:CR46075","long non-coding RNA:CR46075"
"624","chr2R",6635924,6636674,751,"*","ENCFF515LPH_peak_1965",164,".",2.42955,19.0274,16.456,471,"chr2R",6636017,6636679,"ENCFF708WHR_peak_1154",76,".",2.26069,9.83845,7.66291,425,657,"Promoter (<=1kb)",2,6633647,6636087,2441,2,"FBgn0026761","FBtr0336666",0,"35559","Trap1","Trap1"
"625","chr2R",6661801,6662395,595,"*","ENCFF515LPH_peak_1967",69,".",1.9834,9.0825,6.98392,297,"chr2R",6661735,6662419,"ENCFF708WHR_peak_1155",145,".",2.86944,17.0627,14.5144,427,595,"Promoter (<=1kb)",2,6660645,6661985,1341,2,"FBgn0266518","FBtr0336664",0,"35565","Dpit47","DNA polymerase interacting tpr containing protein of 47kD"
"626","chr2R",6673273,6673785,513,"*","ENCFF515LPH_peak_1970",44,".",1.69433,6.34007,4.46091,396,"chr2R",6673215,6673567,"ENCFF708WHR_peak_1157",40,".",1.84127,5.91444,4.03624,123,295,"Promoter (<=1kb)",2,6670154,6673372,3219,2,"FBgn0033087","FBtr0086145",0,"35569","Hsepi","Heparan sulfate C5-epimerase"
"627","chr2R",6872552,6873187,636,"*","ENCFF515LPH_peak_1981",135,".",2.58928,15.9705,13.525,244,"chr2R",6872635,6873158,"ENCFF708WHR_peak_1159",44,".",2.06556,6.40001,4.47484,258,523,"Promoter (<=1kb)",2,6873149,6880088,6940,1,"FBgn0265058","FBtr0336743",0,"14462553","asRNA:CR44169","antisense RNA:CR44169"
"628","chr2R",6951432,6951872,441,"*","ENCFF515LPH_peak_1985",39,".",2.06068,5.71136,3.90319,191,"chr2R",6951732,6952037,"ENCFF708WHR_peak_1161",31,".",1.97311,4.87013,3.10413,228,140,"Promoter (1-2kb)",2,6950385,6952158,1774,1,"FBgn0053349","FBtr0086169",1047,"2768722","ppk25","pickpocket 25"
"629","chr2R",6985743,6986221,479,"*","ENCFF515LPH_peak_1986",39,".",1.76658,5.8061,3.9876,59,"chr2R",6985629,6986015,"ENCFF708WHR_peak_1162",64,".",2.28493,8.51618,6.42538,168,273,"Promoter (<=1kb)",2,6986043,6988922,2880,1,"FBgn0033122","FBtr0086170",0,"35610","CG17002","uncharacterized protein"
"630","chr2R",6993692,6994342,651,"*","ENCFF515LPH_peak_1988",42,".",2.10989,6.09203,4.24364,341,"chr2R",6993955,6995116,"ENCFF708WHR_peak_1163",49,".",2.47902,6.94927,4.97949,229,387,"Promoter (<=1kb)",2,6992920,6994306,1387,1,"FBgn0050159","FBtr0089760",772,"35611","CG30159","uncharacterized protein"
"631","chr2R",6994584,6995169,586,"*","ENCFF515LPH_peak_1989",36,".",2.09748,5.43098,3.65596,416,"chr2R",6993955,6995116,"ENCFF708WHR_peak_1163",49,".",2.47902,6.94927,4.97949,229,533,"Promoter (1-2kb)",2,6992920,6994306,1387,1,"FBgn0050159","FBtr0089760",1664,"35611","CG30159","uncharacterized protein"
"632","chr2R",7195274,7195598,325,"*","ENCFF515LPH_peak_1999",34,".",1.92537,5.17178,3.43532,95,"chr2R",7195161,7195451,"ENCFF708WHR_peak_1169",26,".",1.97967,4.39092,2.69044,268,178,"Intron (FBtr0089042/FBgn0003090, intron 1 of 5)",2,7187233,7223378,36146,1,"FBgn0003090","FBtr0089044",8041,"45343","pk","prickle"
"633","chr2R",7208778,7209887,1110,"*","ENCFF515LPH_peak_2002",75,".",2.53589,9.66976,7.53655,836,"chr2R",7209439,7209864,"ENCFF708WHR_peak_1171",32,".",2.28176,5.07253,3.28507,235,425,"Exon (FBtr0089042/FBgn0003090, exon 2 of 6)",2,7187233,7223378,36146,1,"FBgn0003090","FBtr0089044",21545,"45343","pk","prickle"
"634","chr2R",7261256,7262076,821,"*","ENCFF515LPH_peak_2008",94,".",2.35146,11.7151,9.46732,264,"chr2R",7261381,7261775,"ENCFF708WHR_peak_1176",57,".",2.24152,7.75952,5.72565,246,394,"Promoter (<=1kb)",2,7258867,7261269,2403,2,"FBgn0033154","FBtr0089022",0,"35647","CG1850","uncharacterized protein"
"635","chr2R",7277904,7278651,748,"*","ENCFF515LPH_peak_2010",133,".",2.32315,15.7961,13.3579,470,"chr2R",7278059,7278675,"ENCFF708WHR_peak_1181",183,".",3.28236,21.0921,18.3636,245,592,"Promoter (<=1kb)",2,7272275,7278101,5827,2,"FBgn0033155","FBtr0345370",0,"35648","Br140","Bromodomain-containing protein, 140kD"
"636","chr2R",7298644,7299000,357,"*","ENCFF515LPH_peak_2011",27,".",1.6558,4.33935,2.7297,259,"chr2R",7298456,7298844,"ENCFF708WHR_peak_1182",44,".",2.02737,6.33216,4.41814,224,201,"Exon (FBtr0332461/FBgn0003174, exon 5 of 9)",2,7311395,7313345,1951,1,"FBgn0033158","FBtr0088963",-12395,"35651","CG12164","uncharacterized protein"
"637","chr2R",7387071,7387656,586,"*","ENCFF515LPH_peak_2015",94,".",2.18405,11.7366,9.48779,310,"chr2R",7387094,7387523,"ENCFF708WHR_peak_1184",78,".",2.38689,9.99557,7.81111,281,429,"Promoter (<=1kb)",2,7382176,7387115,4940,2,"FBgn0000352","FBtr0089015",0,"35653","cos","costa"
"638","chr2R",7474040,7474472,433,"*","ENCFF515LPH_peak_2022",69,".",2.12162,9.0594,6.96184,227,"chr2R",7474063,7474661,"ENCFF708WHR_peak_1185",109,".",2.67061,13.3569,10.985,336,409,"Promoter (<=1kb)",2,7466879,7474130,7252,2,"FBgn0010548","FBtr0088993",0,"45398","Aldh-III","Aldehyde dehydrogenase type III"
"639","chr2R",7533326,7533932,607,"*","ENCFF515LPH_peak_2025",30,".",1.69487,4.74661,3.06915,538,"chr2R",7533200,7533655,"ENCFF708WHR_peak_1186",54,".",2.22873,7.45144,5.43906,276,330,"Promoter (<=1kb)",2,7533506,7535936,2431,1,"FBgn0264294","FBtr0088905",0,"35688","Cyt-b5","Cytochrome b5"
"640","chr2R",7614617,7615022,406,"*","ENCFF515LPH_peak_2028",40,".",2.1726,5.92458,4.09367,176,"chr2R",7614626,7614917,"ENCFF708WHR_peak_1189",28,".",2.17565,4.54774,2.8199,72,291,"Promoter (<=1kb)",2,7595735,7614535,18801,2,"FBgn0033196","FBtr0088949",-82,"35697","CG1358","uncharacterized protein"
"641","chr2R",7698905,7699552,648,"*","ENCFF515LPH_peak_2033",103,".",2.24816,12.6689,10.3735,380,"chr2R",7698893,7699477,"ENCFF708WHR_peak_1191",98,".",2.544,12.1812,9.87132,285,573,"Promoter (<=1kb)",2,7699253,7703501,4249,1,"FBgn0050493","FBtr0088925",0,"246650","Coq9","Coenzyme Q9"
"642","chr2R",7812035,7812643,609,"*","ENCFF515LPH_peak_2043",85,".",2.13705,10.712,8.51833,365,"chr2R",7812036,7812482,"ENCFF708WHR_peak_1192",44,".",2.06556,6.40001,4.47484,188,446,"Promoter (<=1kb)",2,7812504,7814745,2242,1,"FBgn0033226","FBtr0088834",0,"35733","puml","pummelig"
"643","chr2R",7830038,7830667,630,"*","ENCFF515LPH_peak_2047",67,".",1.90876,8.82021,6.74249,123,"chr2R",7830053,7830469,"ENCFF708WHR_peak_1194",33,".",1.8017,5.14085,3.34573,82,416,"Promoter (<=1kb)",2,7829062,7830429,1368,1,"FBgn0042173","FBtr0089426",976,"246511","CG18853","uncharacterized protein"
"644","chr2R",7830789,7831710,922,"*","ENCFF515LPH_peak_2048",52,".",1.82842,7.23239,5.26931,753,"chr2R",7831010,7832420,"ENCFF708WHR_peak_1195",58,".",2.08258,7.94665,5.89966,1127,700,"Promoter (<=1kb)",2,7830413,7831771,1359,2,"FBgn0050382","FBtr0088894",61,"45780","Prosalpha1","Proteasome alpha1 subunit"
"645","chr2R",7831859,7832301,443,"*","ENCFF515LPH_peak_2049",56,".",1.87305,7.6919,5.69369,239,"chr2R",7831010,7832420,"ENCFF708WHR_peak_1195",58,".",2.08258,7.94665,5.89966,1127,443,"Promoter (<=1kb)",2,7832171,7833841,1671,1,"FBgn0033229","FBtr0088841",0,"35737","CG12822","uncharacterized protein"
"646","chr2R",7874404,7874983,580,"*","ENCFF515LPH_peak_2053",32,".",1.99703,4.99722,3.28408,402,"chr2R",7874204,7874626,"ENCFF708WHR_peak_1199",49,".",2.52405,6.87009,4.90641,217,223,"Intron (FBtr0308589/FBgn0085390, intron 2 of 21)",2,7834812,7885982,51171,2,"FBgn0085390","FBtr0308589",10999,"35738","Dgk","Diacyl glycerol kinase"
"647","chr2R",7916381,7917045,665,"*","ENCFF515LPH_peak_2056",126,".",2.50692,15.1065,12.6996,283,"chr2R",7916378,7917022,"ENCFF708WHR_peak_1201",240,".",3.63174,26.9803,24.017,336,642,"Promoter (<=1kb)",2,7916856,7920898,4043,1,"FBgn0015509","FBtr0088845",0,"35742","Cul1","Cullin 1"
"648","chr2R",7961938,7962300,363,"*","ENCFF515LPH_peak_2057",35,".",1.67404,5.2493,3.50312,281,"chr2R",7962140,7962458,"ENCFF708WHR_peak_1202",48,".",2.0715,6.81761,4.85802,219,160,"Promoter (<=1kb)",2,7960218,7961921,1704,2,"FBgn0026361","FBtr0088877",-17,"43990","Septin5","Septin 5"
"649","chr2R",7989420,7990076,657,"*","ENCFF515LPH_peak_2058",54,".",1.93155,7.42943,5.45112,156,"chr2R",7989509,7989926,"ENCFF708WHR_peak_1204",52,".",2.17374,7.20461,5.21502,208,417,"Promoter (<=1kb)",2,7974115,7989714,15600,2,"FBgn0033246","FBtr0339124",0,"35761","ACC","Acetyl-CoA carboxylase"
"650","chr2R",8067807,8068889,1083,"*","ENCFF515LPH_peak_2062",78,".",2.07744,9.98694,7.83628,771,"chr2R",8067584,8068645,"ENCFF708WHR_peak_1206",88,".",2.51813,11.1199,8.86974,285,839,"Promoter (<=1kb)",2,8067977,8078815,10839,1,"FBgn0020279","FBtr0088774",0,"35771","lig","lingerer"
"651","chr2R",8403125,8404562,1438,"*","ENCFF515LPH_peak_2079",44,".",2.15662,6.36328,4.48184,873,"chr2R",8403426,8404411,"ENCFF708WHR_peak_1208",40,".",2.23376,5.90539,4.0281,285,985,"5' UTR",2,8396397,8411230,14834,2,"FBgn0033289","FBtr0088764",6668,"35814","CG2121","uncharacterized protein"
"652","chr2R",8420532,8421049,518,"*","ENCFF515LPH_peak_2080",65,".",2.09837,8.65722,6.58917,248,"chr2R",8420562,8421183,"ENCFF708WHR_peak_1209",77,".",2.39085,9.89677,7.71742,155,487,"Promoter (<=1kb)",2,8421033,8428577,7545,1,"FBgn0028836","FBtr0088742",0,"35816","CSN7","COP9 signalosome subunit 7"
"653","chr2R",8599762,8600495,734,"*","ENCFF515LPH_peak_2089",112,".",2.4031,13.6158,11.2755,457,"chr2R",8599666,8600458,"ENCFF708WHR_peak_1211",115,".",2.8061,13.926,11.5236,422,697,"Promoter (<=1kb)",2,8596972,8599962,2991,2,"FBgn0033309","FBtr0339357",0,"35842","Lnpk","Lunapark"
"654","chr2R",8665949,8666605,657,"*","ENCFF515LPH_peak_2092",110,".",2.4055,13.3816,11.0513,403,"chr2R",8665969,8666366,"ENCFF708WHR_peak_1213",27,".",1.86288,4.50149,2.78642,143,397,"Promoter (<=1kb)",2,8666171,8682791,16621,1,"FBgn0263120","FBtr0088699",0,"46068","Acsl","Acyl-CoA synthetase long-chain"
"655","chr2R",8906846,8907686,841,"*","ENCFF515LPH_peak_2100",49,".",1.81434,6.82394,4.90001,608,"chr2R",8906829,8907526,"ENCFF708WHR_peak_1214",77,".",2.35074,9.97078,7.78758,380,681,"Promoter (<=1kb)",2,8907518,8910885,3368,1,"FBgn0050349","FBtr0088650",0,"35885","CG30349","uncharacterized protein"
"656","chr2R",9110595,9110932,338,"*","ENCFF515LPH_peak_2115",27,".",1.58027,4.39201,2.77382,242,"chr2R",9110405,9110875,"ENCFF708WHR_peak_1218",61,".",2.14421,8.24058,6.17422,207,281,"Promoter (<=1kb)",2,9110799,9111578,780,1,"FBgn0033378","FBtr0088567",0,"35924","tsu","tsunagi"
"657","chr2R",9116115,9116740,626,"*","ENCFF515LPH_peak_2116",109,".",2.12231,13.2291,10.9054,312,"chr2R",9116146,9116675,"ENCFF708WHR_peak_1219",44,".",1.95516,6.33865,4.42265,275,529,"Promoter (<=1kb)",2,9116122,9120105,3984,1,"FBgn0003612","FBtr0088571",0,"35927","Su(var)2-10","Suppressor of variegation 2-10"
"658","chr2R",9150029,9151212,1184,"*","ENCFF515LPH_peak_2119",57,".",2.22222,7.74297,5.74144,937,"chr2R",9150646,9151204,"ENCFF708WHR_peak_1221",37,".",2.04766,5.63678,3.78543,205,558,"Promoter (1-2kb)",2,9148689,9151892,3204,1,"FBgn0050345","FBtr0305317",1340,"246553","CG30345","uncharacterized protein"
"659","chr2R",9177118,9177536,419,"*","ENCFF515LPH_peak_2121",38,".",1.75636,5.65582,3.85394,266,"chr2R",9177170,9177642,"ENCFF708WHR_peak_1222",78,".",2.28948,10.0801,7.89088,289,366,"Promoter (<=1kb)",2,9167763,9177261,9499,2,"FBgn0015477","FBtr0088618",0,"35939","Rme-8","Receptor mediated endocytosis 8"
"660","chr2R",9207180,9207878,699,"*","ENCFF515LPH_peak_2122",39,".",1.75319,5.74748,3.93516,264,"chr2R",9207050,9207540,"ENCFF708WHR_peak_1223",52,".",2.13337,7.24455,5.25214,201,361,"Promoter (<=1kb)",2,9207561,9209655,2095,1,"FBgn0262515","FBtr0088588",0,"35944","VhaAC45","Vacuolar H[+] ATPase AC45 accessory subunit"
"661","chr2R",9445834,9446265,432,"*","ENCFF515LPH_peak_2138",42,".",1.86767,6.12635,4.27472,233,"chr2R",9445631,9446198,"ENCFF708WHR_peak_1224",49,".",2.13912,6.87576,4.91183,410,365,"Promoter (<=1kb)",2,9446046,9478090,32045,1,"FBgn0259234","FBtr0299845",0,NA,NA,NA
"662","chr2R",9594079,9594368,290,"*","ENCFF515LPH_peak_2147",35,".",1.69536,5.28646,3.53553,180,"chr2R",9593973,9594291,"ENCFF708WHR_peak_1228",28,".",1.80124,4.54841,2.82047,114,213,"Promoter (<=1kb)",2,9594045,9599505,5461,1,"FBgn0050338","FBtr0088533",34,"246548","CG30338","uncharacterized protein"
"663","chr2R",9693011,9693524,514,"*","ENCFF515LPH_peak_2151",68,".",2.0667,8.94101,6.85582,186,"chr2R",9693148,9693733,"ENCFF708WHR_peak_1229",103,".",2.6397,12.6441,10.3106,374,376,"Promoter (<=1kb)",2,9688289,9693328,5040,2,"FBgn0023143","FBtr0088499",0,"35998","Uba1","Ubiquitin activating enzyme 1"
"664","chr2R",9731301,9731900,600,"*","ENCFF515LPH_peak_2154",47,".",2.37022,6.69554,4.78328,560,"chr2R",9731295,9731898,"ENCFF708WHR_peak_1230",77,".",2.83098,9.9403,7.75881,409,598,"Intron (FBtr0299930/FBgn0259678, intron 1 of 8)",2,9716348,9745273,28926,2,"FBgn0259678","FBtr0299930",13373,"36002","sqa","spaghetti-squash activator"
"665","chr2R",9864134,9864515,382,"*","ENCFF515LPH_peak_2158",50,".",2.02564,7.03756,5.09569,183,"chr2R",9864289,9864851,"ENCFF708WHR_peak_1231",30,".",1.90998,4.76765,3.01368,340,226,"Promoter (<=1kb)",2,9863766,9864576,811,1,"FBgn0050010","FBtr0088374",368,"246389","CG30010","uncharacterized protein"
"666","chr2R",9958595,9959011,417,"*","ENCFF515LPH_peak_2165",37,".",1.74838,5.52706,3.74059,68,"chr2R",9958827,9959136,"ENCFF708WHR_peak_1233",27,".",1.78391,4.50334,2.78809,183,184,"Promoter (<=1kb)",2,9913496,9958858,45363,2,"FBgn0011656","FBtr0088447",0,"36032","Mef2","Myocyte enhancer factor 2"
"667","chr2R",10026467,10027280,814,"*","ENCFF515LPH_peak_2168",88,".",2.29605,11.0812,8.86368,359,"chr2R",10026376,10026942,"ENCFF708WHR_peak_1235",106,".",2.68604,13.0043,10.6496,222,476,"Promoter (<=1kb)",2,10026839,10028498,1660,1,"FBgn0033473","FBtr0088393",0,"36042","CG12128","uncharacterized protein"
"668","chr2R",10309678,10310294,617,"*","ENCFF515LPH_peak_2188",76,".",2.09135,9.7491,7.61157,252,"chr2R",10309785,10310160,"ENCFF708WHR_peak_1238",63,".",2.1921,8.40098,6.31821,264,375,"Promoter (<=1kb)",2,10307030,10309794,2765,2,"FBgn0028426","FBtr0088360",0,"36086","RNaseZ","Ribonuclease Z"
"669","chr2R",10418286,10419581,1296,"*","ENCFF515LPH_peak_2191",101,".",2.42403,12.3855,10.1035,675,"chr2R",10418526,10418958,"ENCFF708WHR_peak_1239",37,".",1.96724,5.59373,3.74656,242,432,"Promoter (<=1kb)",2,10418718,10419761,1044,1,"FBgn0033518","FBtr0088259",0,"36098","Prx2540-2","Peroxiredoxin 2540-2"
"670","chr2R",10418286,10419581,1296,"*","ENCFF515LPH_peak_2191",101,".",2.42403,12.3855,10.1035,675,"chr2R",10419052,10419600,"ENCFF708WHR_peak_1240",92,".",2.56567,11.4763,9.20624,268,529,"Promoter (<=1kb)",2,10418718,10419761,1044,1,"FBgn0033518","FBtr0088259",0,"36098","Prx2540-2","Peroxiredoxin 2540-2"
